0,8
0,14
0,21
0,28
0,37
0,38
0,56
0,63
0,65
0,71
0,83
0,99
0,131
0,146
0,151
0,187
0,220
0,238
0,246
0,265
0,268
0,284
0,303
0,327
0,329
0,336
0,341
0,1471
0,1498
0,1527
0,1568
0,1613
0,1793
1,720
1,728
1,733
1,735
1,736
1,741
1,745
1,753
1,761
1,768
1,769
1,770
1,772
1,812
1,814
1,836
1,842
1,862
1,868
1,887
1,895
1,907
1,911
1,914
1,958
1,968
1,973
1,995
1,997
1,1001
1,1006
1,1012
1,1017
1,1024
1,1032
1,1045
1,1073
2,61
2,720
2,728
2,735
2,736
2,741
2,745
2,749
2,753
2,755
2,761
2,768
2,770
2,783
2,836
2,842
2,856
2,887
2,895
2,907
2,908
2,914
2,958
2,986
2,994
2,1012
2,1046
3,720
3,728
3,732
3,735
3,736
3,747
3,762
3,779
3,783
3,784
3,797
3,822
3,828
3,834
3,837
3,839
3,883
3,887
3,893
3,895
3,907
3,908
3,914
3,921
3,925
3,950
3,951
3,955
3,958
3,986
3,994
3,998
3,1009
3,1012
3,1016
3,1035
3,1058
3,1076
3,1077
4,7
4,20
4,28
4,35
4,40
4,61
4,69
4,72
4,102
4,108
4,113
4,118
4,128
4,151
4,155
4,174
4,179
4,201
4,220
4,244
4,253
4,257
4,260
4,272
4,273
4,274
4,277
4,281
4,285
4,294
4,352
5,8
5,14
5,17
5,21
5,28
5,38
5,56
5,63
5,65
5,71
5,82
5,83
5,92
5,98
5,137
5,151
5,220
5,236
5,238
5,246
5,249
5,251
5,265
5,268
5,312
5,317
5,327
5,329
5,336
5,337
5,341
5,1471
5,1568
5,1614
5,1627
5,1766
5,1793
6,8
6,14
6,21
6,28
6,29
6,36
6,38
6,41
6,46
6,56
6,65
6,71
6,74
6,82
6,83
6,92
6,133
6,151
6,172
6,220
6,238
6,246
6,265
6,268
6,327
6,329
6,336
6,1471
6,1568
6,1793
7,28
7,74
7,133
7,191
7,206
7,723
7,726
7,727
7,730
7,731
7,765
7,767
7,768
7,773
7,774
7,778
7,786
7,801
7,804
7,806
7,816
7,817
7,823
7,857
7,865
7,887
7,897
7,906
7,908
7,927
7,943
7,1013
7,1060
8,14
8,15
8,17
8,20
8,25
8,28
8,69
8,83
8,98
8,102
8,108
8,128
8,137
8,151
8,157
8,163
8,170
8,174
8,220
8,224
8,237
8,238
8,251
8,276
8,280
8,312
8,326
8,329
8,350
8,352
8,358
8,1793
9,720
9,728
9,735
9,736
9,745
9,749
9,753
9,755
9,761
9,768
9,784
9,808
9,814
9,836
9,842
9,844
9,856
9,878
9,895
9,907
9,910
9,911
9,914
9,919
9,931
9,958
9,960
9,994
9,1010
9,1012
9,1026
9,1038
9,1045
9,1046
9,1072
10,667
10,1455
10,1463
10,1497
10,1499
10,1507
10,1512
10,1528
10,1541
10,1563
10,1574
10,1576
10,1583
10,1626
10,1637
10,1648
10,1658
10,1691
10,1708
10,1731
10,1763
10,1783
10,1799
11,8
11,14
11,21
11,28
11,34
11,38
11,41
11,46
11,56
11,65
11,71
11,74
11,83
11,99
11,151
11,153
11,172
11,197
11,210
11,218
11,228
11,238
11,246
11,268
11,317
11,327
11,329
11,336
11,1471
11,1568
11,1766
11,1793
12,1455
12,1459
12,1488
12,1493
12,1494
12,1495
12,1497
12,1499
12,1507
12,1512
12,1522
12,1528
12,1541
12,1560
12,1563
12,1574
12,1576
12,1583
12,1626
12,1637
12,1639
12,1648
12,1658
12,1691
12,1695
12,1724
12,1731
12,1763
12,1783
12,1798
12,1799
13,8
13,14
13,21
13,28
13,36
13,37
13,38
13,41
13,46
13,56
13,65
13,66
13,71
13,74
13,92
13,127
13,172
13,183
13,194
13,210
13,246
13,265
13,268
13,284
13,310
13,315
13,327
13,336
13,345
13,1471
13,1568
13,1793
14,8
14,11
14,14
14,21
14,28
14,29
14,36
14,38
14,56
14,65
14,71
14,74
14,82
14,83
14,151
14,166
14,182
14,218
14,246
14,268
14,327
14,336
14,730
14,823
14,1454
14,1471
14,1568
14,1793
15,728
15,736
15,745
15,765
15,768
15,774
15,775
15,791
15,797
15,801
15,812
15,818
15,822
15,832
15,837
15,879
15,887
15,895
15,907
15,908
15,914
15,917
15,932
15,937
15,946
15,956
15,958
15,961
15,969
15,976
15,986
15,1030
15,1032
15,1035
15,1038
15,1053
15,1054
15,1060
16,361
16,375
16,386
16,392
16,396
16,398
16,408
16,412
16,442
16,460
16,473
16,485
16,491
16,496
16,501
16,508
16,516
16,517
16,539
16,541
16,552
16,553
16,558
16,559
16,560
16,573
16,606
16,608
16,623
16,637
16,641
16,648
16,667
16,693
16,697
16,698
16,709
16,717
17,1082
17,1089
17,1090
17,1092
17,1098
17,1100
17,1101
17,1107
17,1110
17,1116
17,1117
17,1143
17,1168
17,1187
17,1200
17,1201
17,1208
17,1213
17,1217
17,1227
17,1230
17,1242
17,1249
17,1259
17,1303
17,1316
17,1387
17,1390
17,1411
17,1417
17,1422
17,1432
18,1455
18,1459
18,1488
18,1493
18,1494
18,1495
18,1497
18,1499
18,1507
18,1512
18,1522
18,1528
18,1534
18,1541
18,1560
18,1563
18,1574
18,1576
18,1583
18,1606
18,1609
18,1637
18,1644
18,1648
18,1658
18,1674
18,1691
18,1695
18,1714
18,1724
18,1731
18,1763
18,1783
18,1798
18,1799
19,8
19,14
19,21
19,28
19,36
19,56
19,71
19,74
19,191
19,246
19,268
19,294
19,336
19,723
19,726
19,727
19,746
19,754
19,765
19,768
19,773
19,778
19,785
19,804
19,816
19,857
19,891
19,1002
19,1013
