0,0
0,4
1,2
2,2
3,2
4,4
5,4
6,2
6,4
7,2
8,4
9,2
10,3
11,4
12,0
13,3
14,2
15,2
16,3
17,1
18,0
19,2
20,3
21,4
22,2
23,1
23,3
24,2
25,2
26,2
27,1
27,2
28,1
29,0
30,2
31,1
31,3
32,2
33,3
34,3
35,1
35,3
36,2
37,1
37,2
38,1
38,3
39,0
40,3
41,1
41,3
42,0
42,2
42,4
43,0
43,4
44,0
44,3
45,4
46,4
47,1
47,2
48,3
49,2
50,4
51,3
52,3
53,0
53,1
53,3
54,0
54,4
55,2
56,3
57,2
58,0
59,1
60,0
60,2
61,2
62,3
63,0
64,2
65,0
66,1
66,2
67,1
68,3
69,0
70,1
71,2
72,2
73,2
73,4
74,1
74,2
75,2
76,1
77,2
77,4
78,2
78,4
79,2
80,2
80,4
81,0
82,0
82,2
82,4
83,2
84,3
84,4
85,0
85,2
85,4
86,1
87,0
88,1
89,2
90,1
91,1
91,2
91,3
92,4
93,2
93,4
94,0
95,2
96,0
97,0
98,0
99,0
