95,0
241,2
247,2
97,0
97,3
441,3
54,0
409,3
525,4
251,2
300,2
327,2
146,1
65,0
463,3
575,4
245,2
385,3
119,0
89,0
183,3
124,1
482,4
161,1
503,4
341,2
341,4
168,1
34,0
404,3
157,1
555,4
192,1
93,0
466,3
79,0
367,3
59,0
59,3
436,3
155,1
326,2
343,2
98,0
421,3
243,2
442,3
145,1
13,0
84,3
179,1
271,2
387,3
121,1
48,0
356,2
467,3
469,3
295,2
348,2
419,3
60,0
198,1
106,0
351,2
423,1
423,3
113,0
358,2
244,2
249,2
476,3
455,3
371,3
210,1
395,3
567,4
524,4
67,0
298,2
478,3
372,3
253,2
11,0
529,4
189,1
51,0
72,0
582,4
433,3
101,0
465,3
592,2
135,1
17,0
504,4
222,1
536,4
502,2
502,4
154,1
73,0
510,4
394,0
394,3
3,0
162,1
513,4
21,0
305,2
464,3
1,0
381,3
125,1
184,1
321,2
118,0
70,0
384,3
103,0
57,0
349,2
309,2
181,1
134,1
580,4
522,4
533,4
587,4
226,1
191,1
415,3
506,4
76,0
142,1
133,1
217,1
330,2
564,4
52,0
32,0
223,1
131,1
27,0
180,1
498,4
365,3
38,0
45,0
526,1
561,4
563,4
178,1
128,1
171,1
301,2
378,3
126,3
207,1
397,3
225,1
163,1
346,2
160,1
160,4
267,2
304,2
396,3
492,4
165,1
547,4
439,1
439,3
376,3
187,1
339,2
541,4
366,3
559,4
446,3
338,2
62,0
77,0
434,3
392,3
47,0
83,0
570,4
195,1
374,3
297,2
556,4
285,2
147,1
229,1
590,4
274,2
560,4
71,0
380,0
380,4
462,3
63,0
342,2
78,0
537,4
518,4
405,3
357,2
91,0
472,3
548,4
312,2
240,2
334,2
363,3
200,1
266,2
350,2
493,4
116,0
153,1
220,1
425,3
505,4
406,3
239,1
100,0
427,3
393,3
362,3
185,1
546,4
201,1
586,4
263,2
509,1
509,3
509,4
521,2
521,4
329,2
286,2
25,0
324,2
256,2
494,4
279,2
140,1
140,3
328,2
209,1
209,4
422,3
138,1
206,1
257,2
233,1
515,4
578,4
216,1
557,0
557,4
40,0
61,0
593,4
535,4
400,3
572,4
311,2
412,3
122,1
410,3
284,2
269,2
484,4
595,4
543,4
6,0
429,3
23,0
508,4
141,1
471,0
277,2
333,2
490,4
316,2
41,0
382,3
571,4
377,3
292,2
577,4
369,3
75,0
314,2
37,0
208,1
306,2
538,4
335,2
458,3
320,2
250,2
308,2
149,1
417,3
523,4
437,3
188,1
452,3
391,3
170,1
461,3
317,2
477,3
552,4
428,3
68,0
43,0
20,0
33,0
597,4
584,4
594,4
273,2
585,4
280,2
550,4
49,0
136,1
109,0
219,1
173,1
69,0
288,2
532,2
532,4
451,3
80,0
588,4
144,1
205,1
473,3
166,1
447,3
255,2
485,1
151,1
199,1
53,0
252,2
99,0
565,4
474,3
293,2
496,4
50,0
479,3
487,4
193,1
354,2
260,2
318,2
87,0
235,4
489,4
111,0
302,2
19,0
497,0
497,4
4,0
500,4
468,3
289,2
213,1
431,1
370,3
158,1
39,0
450,3
156,1
24,0
108,0
599,4
152,1
528,4
389,3
323,4
337,2
568,4
294,2
345,2
202,1
15,0
332,2
268,2
114,0
230,1
264,2
355,2
322,2
112,0
278,2
495,4
347,2
259,2
360,3
228,1
82,0
368,3
18,0
74,0
74,4
203,1
576,4
115,0
10,0
574,4
549,4
107,0
598,4
373,3
129,1
55,0
132,1
591,4
407,3
215,1
175,1
197,1
159,1
551,4
58,0
242,2
254,2
164,1
359,2
534,4
150,1
364,3
331,2
139,1
336,2
86,0
270,2
454,3
81,0
85,0
544,4
148,1
176,1
94,0
475,3
457,3
56,0
137,1
127,1
143,1
569,4
386,3
7,0
231,1
8,0
444,3
42,0
36,0
344,2
430,3
16,0
130,1
418,0
418,3
435,3
459,3
282,2
408,3
46,0
440,3
92,0
299,2
281,2
90,0
581,4
117,0
411,3
14,0
307,2
583,4
169,1
313,2
531,4
319,2
276,2
553,4
0,0
539,4
212,1
182,1
416,3
542,4
211,1
258,2
481,0
558,4
283,2
291,2
186,1
445,3
246,2
28,0
486,4
218,1
105,0
287,2
398,3
265,2
66,0
516,4
262,2
530,4
527,4
453,3
488,0
488,4
420,3
438,3
401,3
196,1
5,0
275,2
562,1
562,4
361,3
352,2
414,3
237,1
204,1
12,0
232,1
514,4
172,1
174,1
403,1
403,3
315,2
44,0
480,4
30,0
501,4
379,3
545,4
167,1
110,0
520,4
449,3
88,0
383,3
375,3
177,1
424,3
413,3
248,2
491,4
35,0
402,3
517,4
511,4
290,2
310,2
194,1
519,4
573,4
512,4
340,2
340,4
123,1
303,2
190,1
102,0
426,1
426,3
579,4
296,2
470,1
470,3
224,1
236,1
353,2
238,1
566,4
596,4
448,0
448,3
227,1
540,4
589,4
432,3
221,1
390,3
9,0
554,4
26,0
22,0
31,0
325,2
104,0
234,1
272,2
456,3
2,0
443,3
399,3
29,0
499,4
96,0
214,1
388,3
483,4
460,3
507,4
120,1
261,2
64,0
